classification,commenttext
DESIGN,todo author fdietz
DESIGN,todo make hack compatible
DESIGN,todo author fdietz
DESIGN,todo move resources resource file
DESIGN,todo use undoableeditevent make really work
DESIGN,todo take action ensure signature valid html?
DESIGN,xxx fired different thread?
DESIGN,todoadd configuration cache size
DESIGN,command executes search case new result results arrive ensures interested listeners notified inside edt fixme fdietz locking folders currently implemented! todo fdietz create new command every provider introduce real parallel search author fdietz
DESIGN,xxx threadsafe though luck isnt supposed
DESIGN,todo author fdietz move abstractmessagefolder constructor
DESIGN,todo renamed cloc something appropriate clock?
DESIGN,todo author karlpeder guess right thing get height getdrawingsizegetheight since take top bottom margin print object account height seems set correctly computepositionandsize karlpeder
DESIGN,cant use systemclassloader wouldnt work java webstart resourcebundle uses internal classloader classloader given set classloader null
DESIGN,note intentionally dont remember internal plugins dont want appear plugin manager currently todo improve plugin manager dialog support internal plugins cant removed etc
DESIGN,fixme calendar?
DESIGN,todo author hubms flags speed entitymanager improved
DESIGN,cleanup remove port number file
DESIGN,todo theres probably better way hack
DESIGN,todo inserting find theres already menu item action command replace otherwise insert new
DESIGN,todo author fdietz add import feature
DESIGN,todo author fdietz
DESIGN,todo author hubms implement custom menuitem renderer
DESIGN,todo author fdietz paging used currently show first results
DESIGN,todo author fdietz
DESIGN,real stupid recreation whole menu model
DESIGN,todo author fdietz paging used currently show first results
DESIGN,todo throw illegalargumentexception case variable null
DESIGN,todo author fdietz associate help button root pane
DESIGN,fixme likely work want element removed contents element reference
DESIGN,author fdietz using shutdownmanager wrong automatically also calls framemanager also starts second shutdown thread leads two parallel shutdown thread sometimes configfiles etc get messed
DESIGN,author fdietz hackish way creating search toolbar jtoolbar searchtoolbar new extendabletoolbar
DESIGN,command uses information provided link defaultcommandreference execute todo remove iframemediator dependency author timo stich tstichuserssourceforgenet
DESIGN,manually rewrite connection url rewrite database files created starting directory dont want that!
DESIGN,todo fix updateactions enableactionsgetcurrentowner
DESIGN,todo author hubms check neccessary remove old filters searchfoldergetfiltergetfilterruleremoveall add filter criteria searchfoldergetfiltergetfilterruleaddc
DESIGN,todo let attachmentviewer get focus works
DESIGN,todo open message frame todo handle also message attachments openincomposer action
DESIGN,todo author fdietz add central place keeps list possible colors provides custom color configuration possibility
DESIGN,todo dont use deprecated method
DESIGN,todo author fdietz implement custom menuitem renderer
DESIGN,todo author fdietz
DESIGN,todo author fdietz
DESIGN,fixme author fdietz need implementation tempfolder? put empty method like virtualfolder
DESIGN,todo author fdietz
DESIGN,todo ristretto handle logging streams another way
DESIGN,todo author fdietz code creating new imaprootfolder moved folderfactory way path would handled factory parent directory mail folders example columbamail string path mailconfiggetinstancegetconfigdirectorygetpath
DESIGN,turn focus stealing workaround removed future!
DESIGN,wait active transaction todo author hubms retrycount!
DESIGN,regular expression cover anything aapt aacom aainfo permits usage invalid top domains though bug fdietz added regular characters examplemailtoplevelmailde todo see replace matching code ristretto stuff
DESIGN,author fdietz workaround generally contact dialog editor ensure necessary fields available
DESIGN,todo replace view detailed info view
DESIGN,todo check need vector better another list implementation checking also list must syncronized performance
DESIGN,fixme correct
DESIGN,todo author fdietz
DESIGN,todo externalize string nonnls
DESIGN,todo multiplicity checks
DESIGN,todo author fdietz get settings update immediately open message box telling user restart
DESIGN,todo real im status
DESIGN,fixme align menu left instead? menushowb bgetwidth menugetwidth bgetheight
DESIGN,todo author fdietz
DESIGN,todo author fdietz
DESIGN,author tstich better call shutdownmanager since called automatically shutdownmanager modified allow one shutdown call never multishutdown problems
DESIGN,todo come better name menu item
DESIGN,todo throw illegalargumentexception case variable null
DESIGN,todo author fdietz paging used currently show first results
DESIGN,todo use undoableeditevent make really work
DESIGN,todo author fdietz add export feature
DESIGN,todo author fdietz paging used currently show first results
DESIGN,since columba logging handlers use handlers parent logger
DESIGN,todo author fdietz
DESIGN,javahelp cant added borderlayout isnt component demo well use embeded method since dont want frame created
DESIGN,author fdietz problem extensions dont run using java webstart jws even though assign allpermission columbajnlp file applies initial java webstart classloader create classloaders loading extensions classloaders dont permission settings anymore
DESIGN,here? could start new server
DESIGN,workaround systemsetsecuritymanagernull call effectly disables sandbox mode seems work fine use another way policy classloaders set allpermissions dont really know difference though
DESIGN,mac screenbarmenus work must declared awt swing gets initialised move plugin init location late
DESIGN,kids dont home
DESIGN,author fdietz following line working dont know mainmainclassloaderaddurlsurl urllisttoarraynew url workaround modify system class loader instead horrible! works!
DESIGN,author fdietz workaround simply append urls existing global class loader use parent note create new url classloader every class instanciate might want support hotswapping changed classes later
DESIGN,todo author fdietz
DESIGN,cant use systemclassloader doesnt work java webstart instead use thisgetclassgetclassloader seems work perfectly
DESIGN,todo author karlpeder existing meta tags kept code changes necessary
DESIGN,todo create exception
DESIGN,todo renamed cloc something appropriate clock?
DESIGN,todo author javaprog better exception handling
DESIGN,todo author fdietz fix account info panel check
DESIGN,todo author fdietz move abstractmessagefolder constructor create filterlist datastructure
DESIGN,todo author fdietz
OTHERS,todo add javadocs
OTHERS,fixme function needs documentation return boolean param xmlelement
OTHERS,fixme function needs documentation return string param string name
OTHERS,todo author fdietz add proper description
OTHERS,fixme function needs documentation constructor
OTHERS,fixme function needs documentation param outputstream print data
OTHERS,fixme function needs documentation constructor param name string param data string
OTHERS,todo create javadocs class
OTHERS,fixme function needs documentation param attrs hashtable use attributes
OTHERS,fixme function needs documentation return xmlelement param string path
OTHERS,todo add javadocs
OTHERS,fixme function needs documentation return vector
OTHERS,fixme function needs documentation return enumeration
OTHERS,fixme function needs documentation return string param string name
OTHERS,fixme function needs documentation constructor param string name param hashtable attributes
OTHERS,fixme function needs documentation constructor param string name
REQUIREMENT,needed
REQUIREMENT,todo author fdietz replace regular expression
REQUIREMENT,todo implement me!
REQUIREMENT,todo author fdietz implement
REQUIREMENT,todo author fdietz replace regular expression
REQUIREMENT,todo implement validation
REQUIREMENT,todo implement me!
REQUIREMENT,create subject headerfield using senders message subject prepending fwd already param header codecolumbaheadercode contains headerfields message want replyforward fixme author fdietz need this!
REQUIREMENT,todo finish marshalling available properties
REQUIREMENT,todo finish unmarshalling available properties
REQUIREMENT,todo implement
REQUIREMENT,todo author fdietz replace regular expression
